"Architecture","Dedicated","Direct_X","Integrated","L2_Cache","Manufacturer","Memory_Bandwidth","Memory_Bus","Memory_Speed","Memory_Type","Name","Notebook_GPU","Open_GL","Release_Date","Resolution_WxH","SLI_Crossfire","Shader"
"R700 RV730 XT ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Radeon HD 4670 AGP","No","3.3","
17-Jul-2007 ","2560x1600","Yes","4.1"
"R700 RV730 XT ","Yes","DX 10.1","No",0,"AMD",32.1,128,1004,"GDDR3","Radeon HD 4670 Asus 512MB Edition","No","3.3","
09-Oct-2008 ","2560x1600","Yes","4.1"
"R700 RV730 PRO ","Yes","DX 10.1","No",0,"AMD",24,128,750,"GDDR3","Radeon HD 4650 v2","No","3.3","
10-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV730 PRO ","Yes","DX 10.1","No",0,"AMD",22.4,128,700,"DDR2","Radeon HD 4650 1GB","No","3.3","
10-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV730 XT ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Radeon HD 4670 1GB","No","3.3","
10-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV710 ","Yes","DX 10.1","No",0,"AMD",6.4,64,400,"DDR2","Radeon HD 4350 Asus Silent 512MB Edition","No","3.3","
30-Sep-2008 ","2560x1600","No","4.1"
"R700 RV730PRO ","Yes","DX 10.1","No",0,"AMD",12.8,128,400,"DDR2","Radeon HD 4650","No","3","
01-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV730PRO ","Yes","DX 10.1","No",0,"AMD",12.8,128,400,"DDR2","Radeon HD 4650 Asus Low Profile Edition","No","3","
01-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV710 ","Yes","DX 10.1","No",0,"AMD",12.8,64,800,"GDDR3","Radeon HD 4550","No","3.3","
01-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV710 ","Yes","DX 10.1","No",0,"AMD",8,64,500,"DDR2","Radeon HD 4350 1GB","No","3.3","
30-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV710 ","Yes","DX 10.1","No",0,"AMD",12.8,64,800,"GDDR3","Radeon HD 4550 v2","No","3.3","
30-Sep-2008 ","2560x1600","No","4.1"
"R700 RV730 XT ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Radeon HD 4670 512MB","No","3.3","
10-Sep-2008 ","2560x1600","Yes","4.1"
"R700 RV710 ","Yes","DX 10.1","No",0,"AMD",6.4,64,400,"DDR2","Radeon HD 4350","No","3.3","
30-Sep-2008 ","2560x1600","Yes","4.1"
"Tesla G94b ","Yes","DX 10.0","No",0,"Nvidia",57.6,256,900,"GDDR3","GeForce GT 140","No","3.3","
01-Mar-2009 ","2560x1600","Yes","4"
"Tesla G94b ","Yes","DX 10.0","No",0,"Nvidia",24,192,500,"DDR2","GeForce GT 130","No","3.3","
01-Mar-2009 ","2048x1536","Yes","4"
"Tesla G96b ","Yes","DX 10.0","No",0,"Nvidia",16,128,500,"DDR2","GeForce GT 120","No","3.3","
01-Mar-2009 ","2048x1536","Yes","4"
"R600 RV670 XT ","Yes","DX 10.1","No",0,"AMD",57.6,256,900,"GDDR4","Radeon HD 3870 X2","No","3.3","
28-Jan-2008 ","2560x1600","Yes","4.1"
"R600 RV670 XT ","Yes","DX 10.1","No",0,"AMD",72.1,256,1126,"GDDR4","Radeon HD 3870","No","3.3","
19-Nov-2007 ","2560x1600","Yes","4.1"
"RV670 PRO ","Yes","DX 10.1","No",0,"AMD",106,512,828,"GDDR3","Radeon HD 3850 X2","No","3.3","
04-Apr-2008 ","2560x1600","Yes","4.1"
"RV670 PRO ","Yes","DX 10.1","No",0,"AMD",26.6,128,830,"GDDR3","Radeon HD 3830","No","3.3","
01-Apr-2008 ","2560x1600","Yes","4.1"
"Tesla G98 ","Yes","DX 10.0","No",0,"Nvidia",8,64,500,"DDR2","GeForce G 100","No","3.3","
01-Mar-2009 ","2560x1600","No","4"
"RV670 PRO ","Yes","DX 10.1","No",0,"AMD",53.1,256,830,"GDDR3","Radeon HD 3850","No","3.3","
19-Nov-2007 ","2560x1600","Yes","4.1"
"RV635 PRO ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Radeon HD 3650","No","3.3","
23-Jan-2008 ","2560x1600","Yes","4.1"
"RV620 PRO ","Yes","DX 10.1","No",0,"AMD",15.2,64,950,"GDDR3","Radeon HD 3470","No","3.2","
23-Jan-2008 ","2560x1600","Yes","4.1"
"RV670 PRO ","Yes","DX 10.1","No",0,"AMD",53.1,256,830,"GDDR3","Radeon HD 3850 AGP","No","3.3","
03-Jan-2008 ","2560x1600","Yes","4.1"
"RV670 PRO ","Yes","DX 10.1","No",0,"AMD",163.2,768,850,"GDDR3","Radeon HD 3850 X3","No","3.3","
10-Apr-2008 ","2560x1600","Yes","4.1"
"RV620 LE ","Yes","DX 10.1","No",0,"AMD",8,64,500,"DDR2","Radeon HD 3450","No","3.2","
10-Dec-2007 ","2560x1600","No","4.1"
"RS780 ","No","DX 10","Yes",0,"AMD",3.2,32,400,"DDR2","Radeon HD 3200","No","2.1","
01-Mar-2008 ","2048x1536","No","4"
"Broadwell GT3-E ","No","DX 12.0","Yes",1024,"Intel",29.9,128,933,"DDR3","Iris Pro Graphics 6200 Mobile","Yes","4.4","
02-Jun-2015 ","4096x2304","No","5"
"Broadwell GT3 ","No","DX 12.0","Yes",512,"Intel",29.9,128,933,"DDR3","Iris Graphics 6100 Mobile","Yes","4.4","
05-Jan-2015 ","2560x1600","No","5"
"Haswell GT3e ","No","DX 11.1","Yes",1024,"Intel",12.8,128,800,"eDRAM","Iris Pro Graphics 5200 Mobile","Yes","4","
27-Jul-2013 ","2560x1600","No","5"
"Skylake GT1-U ","No","DX 12.1","Yes",512,"Intel",34.1,128,1067,"DDR4","HD Pentium 4405U","Yes","4.4","
01-Sep-2015 ","4096x2304","No","5"
"Skylake GT3-E ","No","DX 12.1","Yes",512,"Intel",34.1,128,1067,"DDR4","Iris Graphics 550 Mobile","Yes","4.4","
01-Sep-2015 ","4096x2304","No","5"
"Tonga ","Yes","DX 11.2","No",0,"AMD",174.3,256,1362,"GDDR5","Radeon R9 M295X 4GB","Yes","4.4","
23-Nov-2014 ","4096x2160","Yes","5"
"GCN 1.2 Amethyst XT ","Yes","DX 12.0","No",768,"AMD",160,256,1250,"GDDR5","Radeon R9 M395X 4GB","Yes","4.5","
09-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Neptune XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon R9 M390 4GB","Yes","4.4","
09-Jun-2015 ","4096x2160","Yes","5"
"Arrandale ","No","DX 10","Yes",0,"Intel",8.5,64,533,"DDR3","HD i7 M640","Yes","2.1","
20-Sep-2010 ","2560x1600","No","4"
"GCN 1.2 Amethyst XT ","Yes","DX 12.0","No",768,"AMD",160,256,1250,"GDDR5","Radeon R9 M485X 4GB","Yes","4.5","
13-May-2016 ","4096x2160","Yes","5"
"GCN 1.1 Neptune XT ","Yes","DX 12.0","No",512,"AMD",160,256,1250,"GDDR5","Radeon R9 M390X 4GB","Yes","4.4","
09-Jun-2015 ","4096x2160","Yes","5"
"GCN 1.1 Neptune XT (x2) ","Yes","DX 12.0","No",5122,"AMD",307.2,256,1200,"GDDR5","Radeon R9 M290X Crossfire","Yes","4.4","
01-Jan-2014 ","4096x2160","Yes","5"
"Terascale 2 Loveland ","No","DX 11.0","Yes",1024,"AMD",8.5,64,533,"DDR3","Radeon HD 7290","Yes","4.3","
05-Jun-2012 ","2560x1600","No","5"
"Terascale 2 Broadway XT (x2) ","Yes","DX 11.0","No",2562,"AMD",128,128,1000,"GDDR5","Mobility Radeon HD 5870 Crossfire","Yes","4.3","
07-Jan-2010 ","2560x1600","Yes","5"
"M96 XT ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Mobility Radeon HD 565v","Yes","3.3","
05-May-2010 ","2560x1600","Yes","4.1"
"Terascale 2 Broadway XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Mobility Radeon HD 5870","Yes","4.3","
07-Jan-2010 ","2560x1600","Yes","5"
"Terascale 2 Broadway PRO ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Mobility Radeon HD 5850","Yes","4.3","
07-Jan-2010 ","2560x1600","Yes","5"
"Terascale 2 Broadway LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"GDDR3","Mobility Radeon HD 5830","Yes","4.3","
07-Jan-2010 ","2560x1600","Yes","5"
"GCN 1.1 Neptune XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon R9 M290X","Yes","4.4","
09-Jan-2014 ","4096x2160","Yes","5"
"Terascale 2 Madison LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"GDDR3","Mobility Radeon HD 5730","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"Terascale 2 Madison XT ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Mobility Radeon HD 5770","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"Terascale 2 Madison LP ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"GDDR3","Mobility Radeon HD 5650","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"Terascale 2 Park XT ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 5470","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"M96 ","Yes","DX 10.1","No",0,"AMD",25.6,128,800,"GDDR3","Mobility Radeon HD 560v","Yes","3.3","
05-May-2010 ","2560x1600","Yes","4.1"
"M96 ","Yes","DX 10.1","No",0,"AMD",19.2,128,600,"GDDR3","Mobility Radeon HD 550v","Yes","3.3","
05-May-2010 ","2560x1600","Yes","4"
"M92 ","Yes","DX 10.1","No",0,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 545v","Yes","3.3","
05-May-2010 ","2560x1600","No","4.1"
"Park XT ","Yes","DX 11","No",0,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 5470 512MB","Yes","4","
07-Jan-2010 ","2560x1600","No","5"
"M92 ","Yes","DX 10.1","No",0,"AMD",9.6,64,600,"GDDR3","Mobility Radeon HD 530v","Yes","3.3","
05-May-2010 ","2560x1600","No","4.1"
"GCN 1.1 Neptune XT (x2) ","Yes","DX 12.0","No",5122,"AMD",307.2,256,1200,"GDDR5","Radeon HD 8970M Crossfire","Yes","4.4","
01-May-2013 ","2560x1600","Yes","5"
"M92 ","Yes","DX 10.1","No",0,"AMD",14.4,64,900,"GDDR3","Mobility Radeon HD 5145","Yes","3.3","
07-Jan-2010 ","2560x1600","No","4.1"
"Terascale 2 Park PRO ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 5450","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"GCN 1.1 Neptune XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 8970M","Yes","4.4","
14-May-2013 ","4096x2160","Yes","5"
"M92 ","Yes","DX 10.1","No",0,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 540v","Yes","3.3","
05-May-2010 ","2560x1600","No","4.1"
"M96 ","Yes","DX 10.1","No",0,"AMD",28.8,128,900,"GDDR3","Mobility Radeon HD 5165","Yes","3.3","
07-Jan-2010 ","2560x1600","Yes","4.1"
"Terascale 2 Park LP ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"GDDR3","Mobility Radeon HD 5430","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"Terascale 2 Madison PRO ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Mobility Radeon HD 5750","Yes","4.3","
07-Jan-2010 ","2560x1600","No","5"
"GCN 1.1 Venus XT ","Yes","DX 11.1","No",256,"AMD",72,128,1125,"GDDR5","Radeon HD 8870M","Yes","4.2","
01-Apr-2013 ","2560x1600","Yes","5"
"GCN 1.1 Venus PRO ","Yes","DX 11.1","No",256,"AMD",72,128,1125,"GDDR5","Radeon HD 8850M v2","Yes","4.2","
01-Apr-2013 ","4096x2160","Yes","5"
"GCN 1.1 Mars XTX ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 8790M","Yes","4.4","
01-Apr-2013 ","2560x1600","Yes","5"
"GCN 1.1 Venus LE ","Yes","DX 11.1","No",256,"AMD",32,128,1000,"DDR3","Radeon HD 8830M","Yes","4.2","
01-Apr-2013 ","2560x1600","Yes","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",72,128,1125,"GDDR5","Radeon HD 8770M","Yes","4.4","
01-Apr-2013 ","2560x1600","Yes","5"
"GCN 1.1 Venus PRO ","Yes","DX 11.1","No",256,"AMD",32,128,1000,"DDR3","Radeon HD 8850M","Yes","4.2","
01-Apr-2013 ","4096x2160","Yes","5"
"GCN 1.1 Mars PRO ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 8750M","Yes","4.4","
26-Feb-2013 ","2560x1600","Yes","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",36,64,1125,"GDDR5","Radeon HD 8690M","Yes","4.4","
01-Jan-2013 ","2560x1600","No","5"
"GCN 1.1 Mars LE ","Yes","DX 12.0","No",256,"AMD",32,128,1000,"DDR3","Radeon HD 8730M","Yes","4.4","
01-Apr-2013 ","4096x2160","Yes","5"
"GCN 1.1 Mars PRO ","Yes","DX 12.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 8750M v2","Yes","4.4","
26-Feb-2013 ","2560x1600","Yes","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",14.4,64,900,"DDR3","Radeon HD 8670M","Yes","4.4","
01-Mar-2013 ","2560x1600","No","5"
"GCN 1.1 Sun PRO ","Yes","DX 12.0","No",256,"AMD",36,64,1125,"GDDR5","Radeon HD 8570M","Yes","4.4","
01-Jan-2013 ","2560x1600","Yes","5"
"GCN ","Yes","DX 11.1","No",0,"AMD",14.4,64,900,"DDR3","Radeon HD 8550M","Yes","4.3","
01-Jan-2013 ","2560x1600","No","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",14.4,64,900,"DDR3","Radeon HD 8670M 2GB","Yes","4.4","
01-Mar-2013 ","2560x1600","Yes","5"
"Terascale 2 Blackcomb XT ","Yes","DX 11.0","No",512,"AMD",115.2,256,900,"GDDR5","Radeon HD 6970M","Yes","4.3","
04-Jan-2011 ","1600x900","Yes","5"
"Terascale 2 Blackcomb PRO ","Yes","DX 11.0","No",512,"AMD",115.2,256,900,"GDDR5","Radeon HD 6950M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Granville PRO ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6850M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Granville LP ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6830M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Granville XT ","Yes","DX 11.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 6870M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler XT ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Radeon HD 6770M 2GB","Yes","4.3","
01-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Blackcomb XTX ","Yes","DX 11.0","No",512,"AMD",115.2,256,900,"GDDR5","Radeon HD 6990M","Yes","4.3","
12-Jul-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler XT ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Radeon HD 6770M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler PRO ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Radeon HD 6750M 512MB","Yes","4.3","
01-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler PRO ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Radeon HD 6750M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6650M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Capilano XT ","Yes","DX 11.0","No",256,"AMD",51.2,128,800,"GDDR5","Radeon HD 6570M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Terascale 2 Whistler LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6730M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Whistler LP ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6630M","Yes","4.3","
04-Jan-2011 ","2560x1600","Yes","5"
"Terascale 2 Capilano PRO ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6550M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Terascale 2 Seymour XT ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 6470M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Seymour XTX ","Yes","DX 11.0","No",128,"AMD",25.6,64,800,"GDDR5","Radeon HD 6490M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Capilano LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 6530M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Terascale 2 Seymour PRO ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 6450M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Robson XT ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 6370M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Terascale 2 Robson PRO ","Yes","DX 11.0","No",128,"AMD",14.4,64,900,"DDR3","Radeon HD 6350M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Terascale 2 Seymour LE ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 6430M","Yes","4.3","
04-Jan-2011 ","2560x1600","No","5"
"Terascale 2 Robson LE ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 6330M","Yes","4.3","
26-Nov-2010 ","2560x1600","No","5"
"Loveland ","No","DX 11","Yes",0,"AMD",25.6,128,800,"DDR3","Radeon HD 6290","Yes","4.2","
07-Jan-2011 ","2560x1600","No","5"
"GCN 1.0 Wimbledon PRO ","Yes","DX 12.0","No",512,"AMD",128,256,1000,"GDDR5","Radeon HD 7950M [not released]","Yes","4.4","
01-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Heathrow Pro ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 7850M","Yes","4.4","
24-Apr-2012 ","2560x1600","Yes","5"
"GCN 1.0 Heathrow XT ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 7870M","Yes","4.4","
24-Apr-2012 ","2560x1600","Yes","5"
"GCN 1.0 Chelsea XT ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 7770M 2GB","Yes","4.4","
24-Apr-2012 ","2560x1600","No","5"
"GCN 1.0 Wimbledon XT ","Yes","DX 12.0","No",512,"AMD",153.6,256,1200,"GDDR5","Radeon HD 7970M","Yes","4.4","
01-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Wimbledon XT (x2) ","Yes","DX 12.0","No",5122,"AMD",307.2,256,1200,"GDDR5","Radeon HD 7970M Crossfire","Yes","4.4","
01-May-2012 ","4096x2160","Yes","5"
"GCN 1.0 Chelsea LE ","Yes","DX 12.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 7730M","Yes","4.4","
23-Apr-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames XTX ","Yes","DX 11.0","No",256,"AMD",57.6,128,900,"GDDR5","Radeon HD 7690M XT","Yes","4.3","
07-Jan-2013 ","2560x1600","Yes","5"
"Terascale 2 Thames XT ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 7670M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Thames PRO ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 7650M","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames XT ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 7670M 2GB","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"GCN 1.0 Chelsea PRO ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 7750M","Yes","4.4","
24-Apr-2012 ","2560x1600","Yes","5"
"GCN 1.0 Chelsea XT ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon HD 7770M","Yes","4.4","
24-Apr-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames XT ","Yes","DX 11.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon HD 7690M","Yes","4.3","
25-Dec-2011 ","2560x1600","Yes","5"
"Terascale 2 Thames LP ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 7630M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Thames LE ","Yes","DX 11.0","No",256,"AMD",25.6,128,800,"DDR3","Radeon HD 7610M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Thames PRO ","Yes","DX 11.0","No",256,"AMD",25.6,64,800,"GDDR5","Radeon HD 7550M v2","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames XT ","Yes","DX 11.0","No",256,"AMD",25.6,64,800,"GDDR5","Radeon HD 7590M","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames LE ","Yes","DX 11.0","No",256,"AMD",12.8,64,800,"DDR3","Radeon HD 7510M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Thames LP ","Yes","DX 11.0","No",256,"AMD",14.4,64,900,"DDR3","Radeon HD 7530M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Thames PRO ","Yes","DX 11.0","No",256,"AMD",14.4,64,900,"DDR3","Radeon HD 7550M","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"Terascale 2 Thames PRO ","Yes","DX 11.0","No",256,"AMD",25.6,64,800,"GDDR5","Radeon HD 7570M","Yes","4.3","
07-Jan-2012 ","2560x1600","Yes","5"
"Terascale 2 Seymour PRO ","Yes","DX 11.0","No",128,"AMD",14.4,64,900,"DDR3","Radeon HD 7430M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Seymour PRO ","Yes","DX 11.0","No",128,"AMD",14.4,64,900,"DDR3","Radeon HD 7450M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Seymour XT ","Yes","DX 11.0","No",128,"AMD",14.4,64,900,"DDR3","Radeon HD 7470M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Seymour XTX ","Yes","DX 11.0","No",128,"AMD",30.4,64,950,"GDDR5","Radeon HD 7490M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Robson XT ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 7370M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Loveland ","No","DX 11.0","Yes",1024,"AMD",10.7,64,667,"DDR3","Radeon HD 7340","Yes","4.3","
06-Jun-2012 ","2560x1600","No","5"
"Terascale 2 Robson PRO ","Yes","DX 11.0","No",128,"AMD",14.4,64,900,"DDR3","Radeon HD 7350M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Robson LE ","Yes","DX 11.0","No",128,"AMD",12.8,64,800,"DDR3","Radeon HD 7330M","Yes","4.3","
07-Jan-2012 ","2560x1600","No","5"
"Terascale 2 Loveland ","No","DX 11.0","Yes",1024,"AMD",8.5,64,533,"DDR3","Radeon HD 7310","Yes","4.3","
05-Jun-2012 ","2560x1600","No","5"
"Saturn XT ","Yes","DX 11.2","No",0,"AMD",64,128,1000,"GDDR5","Radeon R9 M280X [not released]","Yes","4.4","
01-Jun-2014 ","4096x2160","Yes","5"
"GCN 1.1 Venus XTX ","Yes","DX 11.2","No",256,"AMD",64,128,1000,"GDDR5","Radeon R9 M275X","Yes","4.3","
09-Mar-2014 ","4096x2160","Yes","5"
"GCN 1.1 Venus PRO ","Yes","DX 11.2","No",256,"AMD",64,128,1000,"GDDR5","Radeon R9 M265X","Yes","4.3","
09-Jan-2014 ","4096x2160","Yes","5"
"Venus XT ","Yes","DX 11.2","No",0,"AMD",64,128,1000,"GDDR5","Radeon R9 M275 [not released]","Yes","4.3","
09-Mar-2014 ","4096x2160","Yes","5"
"GCN 1.1 Venus XT ","Yes","DX 11.2","No",256,"AMD",64,128,1000,"GDDR5","Radeon R9 M270X","Yes","4.4","
01-Jun-2014 ","4096x2160","Yes","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",64,128,1000,"GDDR5","Radeon R7 M260X","Yes","4.4","
09-Jan-2014 ","4096x2160","No","5"
"GCN 1.1 Mars XT ","Yes","DX 12.0","No",256,"AMD",32,128,1000,"DDR3","Radeon R7 M265","Yes","4.4","
09-Jan-2014 ","4096x2160","Yes","5"
"GCN 1.1 Topaz XT ","Yes","DX 12.0","No",256,"AMD",16,64,1000,"DDR3","Radeon R7 M260","Yes","4.4","
11-Jun-2014 ","4096x2160","No","5"
"GCN 1.1 Mars PRO ","Yes","DX 12.0","No",256,"AMD",28.8,128,900,"DDR3","Radeon R7 M260 v2","Yes","4.4","
09-Jan-2014 ","4096x2160","No","5"
"GCN 1.1 Opal XT ","Yes","DX 12.0","No",256,"AMD",32,128,1000,"DDR3","Radeon R7 M270","Yes","4.4","
09-Jan-2014 ","4096x2160","Yes","5"
"GCN 1.1 Sun PRO ","Yes","DX 12.0","No",256,"AMD",16,64,1000,"DDR3","Radeon R5 M255","Yes","4.4","
12-Oct-2014 ","2560x1600","No","5"
"Jet PRO ","Yes","DX 11.1","No",0,"AMD",14.4,64,900,"DDR3","Radeon R5 M220","Yes","4.3","
01-Nov-2013 ","2560x1600","No","5"
"Jet LE ","Yes","DX 11.1","No",0,"AMD",14.4,64,900,"DDR3","Radeon R5 M210","Yes","4.3","
01-Nov-2013 ","2560x1600","No","5"
"GCN 1.1 Sun LE ","Yes","DX 12.0","No",256,"AMD",16,64,1000,"DDR3","Radeon R5 M230","Yes","4.4","
01-Jan-2014 ","2560x1600","No","5"
"GCN 1.1 Jet XT ","Yes","DX 12.0","No",256,"AMD",16,64,1000,"DDR3","Radeon R5 M240","Yes","4.4","
18-Sep-2014 ","2560x1600","No","5"
"R520 ","Yes","DX 9.0c","No",0,"AMD",32,256,500,"GDDR3","Mobility Radeon X1800","Yes","2","
01-Mar-2006 ","2048x1536","No","3"
